simulation,Spain,Argentina,France,England,Brazil
559,22.54025044722719,19.141323792486585,14.132379248658319,5.724508050089446,5.545617173524151
560,22.678571428571427,19.107142857142854,14.107142857142858,5.714285714285714,5.535714285714286
561,22.816399286987522,19.073083778966133,14.08199643493761,5.704099821746881,5.525846702317291
562,22.95373665480427,19.03914590747331,14.05693950177936,5.6939501779359425,5.5160142348754455
563,22.912966252220247,19.005328596802844,14.209591474245114,5.683836589698046,5.506216696269982
564,22.872340425531913,18.97163120567376,14.184397163120568,5.673758865248227,5.49645390070922
565,23.008849557522122,18.938053097345133,14.15929203539823,5.663716814159292,5.486725663716814
566,23.14487632508834,18.90459363957597,14.13427561837456,5.6537102473498235,5.477031802120141
567,23.10405643738977,18.871252204585538,14.109347442680775,5.64373897707231,5.467372134038801
568,23.06338028169014,18.838028169014084,14.084507042253522,5.633802816901409,5.633802816901409
569,23.022847100175746,18.804920913884008,14.059753954305801,5.623901581722319,5.623901581722319
570,22.982456140350877,18.771929824561404,14.035087719298245,5.7894736842105265,5.614035087719298
571,22.942206654991242,18.739054290718038,14.010507880910684,5.779334500875657,5.604203152364273
572,23.076923076923077,18.706293706293707,13.986013986013987,5.769230769230769,5.594405594405594
573,23.036649214659686,18.673647469458988,13.961605584642234,5.7591623036649215,5.5846422338568935
574,22.99651567944251,18.81533101045296,13.937282229965156,5.7491289198606275,5.574912891986063
575,22.956521739130434,18.782608695652172,13.91304347826087,5.739130434782608,5.565217391304348
576,22.916666666666664,18.75,13.88888888888889,5.729166666666666,5.555555555555555
577,22.876949740034664,18.717504332755635,13.864818024263432,5.719237435008666,5.545927209705372
578,22.837370242214533,18.858131487889274,13.84083044982699,5.709342560553633,5.536332179930796
579,22.797927461139896,18.825561312607945,13.81692573402418,5.699481865284974,5.526770293609672
580,22.758620689655174,18.96551724137931,13.793103448275861,5.689655172413794,5.517241379310345
581,22.719449225473323,18.9328743545611,13.941480206540447,5.679862306368331,5.507745266781412
582,22.68041237113402,18.900343642611684,13.917525773195877,5.670103092783505,5.498281786941581
583,22.641509433962266,19.039451114922812,13.893653516295027,5.660377358490567,5.4888507718696395
584,22.602739726027394,19.006849315068493,13.86986301369863,5.650684931506849,5.47945205479452
585,22.564102564102566,18.974358974358974,13.846153846153847,5.641025641025641,5.47008547008547
586,22.525597269624573,18.941979522184297,13.822525597269625,5.631399317406143,5.460750853242321
587,22.657580919931856,18.909710391822827,13.798977853492334,5.621805792163544,5.45144804088586
588,22.61904761904762,18.877551020408163,13.77551020408163,5.612244897959184,5.442176870748299
589,22.75042444821732,18.845500848896435,13.752122241086587,5.602716468590832,5.432937181663837
590,22.71186440677966,18.983050847457626,13.728813559322035,5.593220338983051,5.423728813559322
591,22.673434856175973,18.95093062605753,13.705583756345177,5.583756345177665,5.414551607445008
592,22.635135135135133,18.91891891891892,13.85135135135135,5.574324324324325,5.405405405405405
593,22.596964586846543,19.05564924114671,13.827993254637436,5.564924114671164,5.396290050590219
594,22.55892255892256,19.023569023569024,13.804713804713806,5.555555555555555,5.387205387205387
595,22.521008403361346,18.991596638655462,13.949579831932773,5.546218487394958,5.378151260504202
596,22.483221476510067,18.959731543624162,13.926174496644295,5.5369127516778525,5.369127516778524
597,22.613065326633166,18.927973199329983,13.90284757118928,5.527638190954774,5.360134003350084
598,22.74247491638796,18.896321070234116,13.879598662207357,5.518394648829431,5.351170568561873
599,22.70450751252087,18.864774624373958,13.856427378964941,5.509181969949917,5.342237061769616
600,22.666666666666664,18.833333333333332,13.833333333333334,5.5,5.333333333333334
601,22.795341098169715,18.80199667221298,13.810316139767053,5.490848585690515,5.324459234608985
602,22.757475083056477,18.77076411960133,13.78737541528239,5.48172757475083,5.3156146179401995
603,22.71973466003317,18.739635157545607,13.764510779436154,5.472636815920398,5.306799336650083
604,22.8476821192053,18.70860927152318,13.741721854304636,5.4635761589403975,5.298013245033113
605,22.8099173553719,18.677685950413224,13.71900826446281,5.454545454545454,5.289256198347108
606,22.772277227722775,18.646864686468646,13.696369636963695,5.445544554455446,5.2805280528052805
607,22.899505766062603,18.616144975288304,13.673805601317957,5.436573311367381,5.2718286655683695
608,22.861842105263158,18.585526315789476,13.651315789473683,5.427631578947369,5.263157894736842
609,22.824302134646963,18.7192118226601,13.628899835796387,5.41871921182266,5.254515599343185
610,22.78688524590164,18.852459016393443,13.60655737704918,5.409836065573771,5.245901639344262
611,22.749590834697216,18.821603927986907,13.584288052373159,5.400981996726677,5.237315875613748
612,22.712418300653596,18.790849673202615,13.562091503267974,5.392156862745098,5.228758169934641
613,22.67536704730832,18.76019575856444,13.539967373572596,5.383360522022838,5.220228384991843
614,22.63843648208469,18.729641693811075,13.517915309446254,5.374592833876222,5.374592833876222
615,22.76422764227642,18.69918699186992,13.495934959349592,5.365853658536586,5.365853658536586
616,22.727272727272727,18.66883116883117,13.474025974025974,5.357142857142857,5.357142857142857
617,22.690437601296594,18.638573743922205,13.614262560777956,5.348460291734198,5.348460291734198
618,22.653721682847898,18.6084142394822,13.592233009708737,5.339805825242718,5.339805825242718
619,22.778675282714055,18.578352180936992,13.5702746365105,5.3311793214862675,5.3311793214862675
620,22.741935483870968,18.548387096774192,13.548387096774196,5.32258064516129,5.32258064516129
621,22.705314009661837,18.51851851851852,13.526570048309178,5.314009661835748,5.475040257648954
622,22.668810289389068,18.488745980707396,13.504823151125404,5.305466237942122,5.466237942122187
623,22.632423756019264,18.45906902086677,13.643659711075443,5.296950240770466,5.457463884430177
624,22.596153846153847,18.429487179487182,13.782051282051283,5.288461538461538,5.448717948717949
625,22.56,18.4,13.919999999999998,5.28,5.4399999999999995
626,22.523961661341854,18.370607028753994,13.89776357827476,5.271565495207668,5.5910543130990416
627,22.48803827751196,18.50079744816587,13.875598086124402,5.263157894736842,5.582137161084529
628,22.611464968152866,18.471337579617835,13.853503184713375,5.254777070063694,5.573248407643312
629,22.73449920508744,18.441971383147855,13.831478537360889,5.246422893481717,5.5643879173290935
630,22.857142857142858,18.412698412698415,13.80952380952381,5.238095238095238,5.555555555555555
631,22.820919175911254,18.38351822503962,13.787638668779714,5.229793977812995,5.54675118858954
632,22.78481012658228,18.354430379746837,13.924050632911392,5.2215189873417724,5.537974683544303
633,22.748815165876778,18.325434439178515,14.06003159557662,5.213270142180095,5.529225908372828
634,22.71293375394322,18.29652996845426,14.037854889589903,5.205047318611988,5.520504731861198
635,22.677165354330707,18.26771653543307,14.015748031496065,5.196850393700787,5.511811023622047
636,22.79874213836478,18.238993710691823,13.9937106918239,5.188679245283019,5.50314465408805
637,22.762951334379906,18.210361067503925,14.128728414442701,5.180533751962323,5.4945054945054945
638,22.727272727272727,18.181818181818183,14.106583072100312,5.172413793103448,5.4858934169279
639,22.69170579029734,18.153364632237874,14.084507042253522,5.164319248826291,5.477308294209703
640,22.8125,18.125,14.0625,5.15625,5.46875
641,22.932917316692667,18.096723868954758,14.040561622464898,5.14820592823713,5.46021840873635
642,22.897196261682243,18.06853582554517,14.018691588785046,5.14018691588785,5.451713395638629
643,22.86158631415241,18.040435458786934,14.152410575427682,5.132192846034215,5.443234836702955
644,22.82608695652174,18.012422360248447,14.130434782608695,5.124223602484472,5.434782608695652
645,22.790697674418606,17.984496124031008,14.108527131782948,5.116279069767442,5.5813953488372094
646,22.755417956656345,17.956656346749224,14.086687306501547,5.108359133126935,5.572755417956656
647,22.720247295208658,17.928902627511594,14.219474497681608,5.1004636785162285,5.564142194744977
648,22.839506172839506,17.901234567901234,14.19753086419753,5.092592592592593,5.555555555555555
649,22.80431432973806,17.873651771956855,14.175654853620955,5.084745762711865,5.546995377503852
650,22.76923076923077,17.846153846153847,14.153846153846153,5.076923076923077,5.538461538461538
651,22.734254992319507,17.972350230414747,14.132104454685098,5.0691244239631335,5.529953917050691
652,22.699386503067483,17.94478527607362,14.263803680981596,5.061349693251533,5.521472392638037
653,22.6646248085758,17.917304747320063,14.241960183767228,5.206738131699847,5.51301684532925
654,22.629969418960243,18.04281345565749,14.220183486238533,5.198776758409786,5.5045871559633035
655,22.595419847328245,18.16793893129771,14.198473282442748,5.190839694656488,5.4961832061068705
656,22.5609756097561,18.140243902439025,14.176829268292682,5.182926829268292,5.487804878048781
657,22.67884322678843,18.11263318112633,14.15525114155251,5.175038051750381,5.47945205479452
658,22.796352583586625,18.085106382978726,14.133738601823708,5.167173252279635,5.47112462006079
659,22.76176024279211,18.057663125948405,14.112291350531109,5.159332321699544,5.462822458270106
660,22.727272727272727,18.181818181818183,14.09090909090909,5.151515151515151,5.454545454545454
661,22.692889561270803,18.15431164901664,14.069591527987896,5.143721633888049,5.446293494704992
662,22.80966767371601,18.12688821752266,14.04833836858006,5.13595166163142,5.438066465256798
663,22.92609351432881,18.099547511312217,14.027149321266968,5.128205128205128,5.429864253393665
664,23.042168674698797,18.072289156626507,14.006024096385541,5.120481927710843,5.421686746987952
665,23.007518796992482,18.045112781954884,13.984962406015036,5.112781954887218,5.56390977443609
666,22.972972972972975,18.16816816816817,13.963963963963963,5.105105105105105,5.555555555555555
667,22.938530734632685,18.140929535232384,13.943028485757122,5.097451274362818,5.547226386806597
668,22.904191616766468,18.113772455089823,13.922155688622754,5.089820359281437,5.538922155688622
669,22.869955156950674,18.236173393124066,13.901345291479823,5.082212257100149,5.5306427503736915
670,22.98507462686567,18.208955223880597,13.880597014925373,5.074626865671641,5.522388059701493
671,22.950819672131146,18.181818181818183,14.008941877794337,5.067064083457526,5.514157973174367
672,22.916666666666664,18.154761904761905,13.988095238095239,5.059523809523809,5.5059523809523805
673,22.88261515601783,18.27637444279346,13.967310549777118,5.052005943536404,5.49777117384844
674,22.8486646884273,18.24925816023739,13.94658753709199,5.044510385756676,5.489614243323442
675,22.814814814814817,18.22222222222222,13.925925925925926,5.037037037037037,5.481481481481482
676,22.928994082840237,18.19526627218935,13.905325443786982,5.029585798816568,5.473372781065089
677,22.895125553914326,18.31610044313146,13.884785819793205,5.022156573116692,5.465288035450517
678,22.86135693215339,18.436578171091444,13.864306784660767,5.014749262536873,5.457227138643068
679,22.827687776141385,18.409425625920473,13.843888070692195,5.007363770250368,5.44918998527246
680,22.794117647058822,18.38235294117647,13.823529411764707,5.0,5.4411764705882355
681,22.90748898678414,18.355359765051396,13.803230543318648,4.992657856093979,5.4331864904552125
682,22.87390029325513,18.475073313782993,13.78299120234604,4.9853372434017595,5.425219941348973
683,22.840409956076137,18.448023426061493,13.76281112737921,4.978038067349927,5.417276720351391
684,22.807017543859647,18.567251461988306,13.742690058479532,4.970760233918129,5.409356725146199
685,22.773722627737225,18.54014598540146,13.72262773722628,4.963503649635037,5.401459854014599
686,22.740524781341108,18.513119533527696,13.702623906705538,4.956268221574344,5.393586005830904
687,22.852983988355167,18.486171761280932,13.682678311499272,4.9490538573508,5.385735080058224
688,22.819767441860463,18.459302325581394,13.662790697674417,4.941860465116279,5.377906976744186
689,22.786647314949203,18.57764876632801,13.642960812772134,4.934687953555878,5.370101596516691
690,22.753623188405797,18.55072463768116,13.623188405797102,4.9275362318840585,5.36231884057971
691,22.865412445730826,18.523878437047756,13.603473227206948,4.92040520984081,5.354558610709118
692,22.832369942196532,18.497109826589593,13.583815028901732,4.913294797687861,5.346820809248555
693,22.943722943722943,18.47041847041847,13.564213564213565,4.9062049062049065,5.339105339105339
694,23.054755043227665,18.443804034582133,13.544668587896252,4.899135446685879,5.3314121037463975
695,23.021582733812952,18.41726618705036,13.525179856115107,4.892086330935252,5.323741007194244
696,22.988505747126435,18.53448275862069,13.505747126436782,4.885057471264368,5.316091954022988
697,22.95552367288379,18.65136298421808,13.486370157819225,4.878048780487805,5.308464849354376
698,23.065902578796564,18.624641833810887,13.46704871060172,4.871060171919771,5.300859598853868
699,23.032904148783977,18.59799713876967,13.447782546494993,5.007153075822604,5.293276108726753
700,23.0,18.571428571428573,13.428571428571429,5.0,5.428571428571429
701,22.96718972895863,18.687589158345222,13.40941512125535,4.9928673323823105,5.420827389443652
702,22.934472934472936,18.66096866096866,13.390313390313391,4.985754985754986,5.555555555555555
703,22.90184921763869,18.634423897581794,13.371266002844951,4.978662873399715,5.547652916073969
704,22.869318181818183,18.607954545454543,13.494318181818182,4.971590909090909,5.5397727272727275
705,22.836879432624112,18.72340425531915,13.47517730496454,4.964539007092199,5.531914893617021
706,22.804532577903682,18.69688385269122,13.59773371104816,4.957507082152975,5.524079320113314
707,22.772277227722775,18.81188118811881,13.578500707213578,4.9504950495049505,5.516265912305516
708,22.74011299435028,18.785310734463277,13.700564971751412,4.943502824858757,5.508474576271186
709,22.708039492242595,18.758815232722146,13.681241184767279,4.9365303244005645,5.6417489421720735
710,22.676056338028168,18.732394366197184,13.661971830985916,4.929577464788732,5.633802816901409
711,22.644163150492265,18.70604781997187,13.642756680731363,4.922644163150492,5.625879043600563
712,22.752808988764045,18.679775280898877,13.623595505617978,4.915730337078652,5.617977528089887
713,22.720897615708274,18.653576437587656,13.744740532959327,4.908835904628331,5.610098176718092
714,22.689075630252102,18.76750700280112,13.725490196078432,4.901960784313726,5.602240896358544
715,22.657342657342657,18.74125874125874,13.706293706293707,5.034965034965035,5.594405594405594
716,22.62569832402235,18.71508379888268,13.687150837988826,5.027932960893855,5.58659217877095
717,22.594142259414227,18.688981868898185,13.668061366806135,5.160390516039052,5.578800557880056
718,22.56267409470752,18.662952646239557,13.649025069637883,5.153203342618385,5.571030640668524
719,22.531293463143253,18.776077885952713,13.630041724617525,5.1460361613351875,5.563282336578582
720,22.5,18.75,13.750000000000002,5.138888888888888,5.555555555555555
721,22.46879334257975,18.723994452149793,13.730929264909847,5.131761442441054,5.547850208044383
722,22.57617728531856,18.698060941828253,13.71191135734072,5.124653739612189,5.540166204986149
723,22.544951590594746,18.672199170124482,13.692946058091287,5.117565698478561,5.670816044260028
724,22.513812154696133,18.646408839779006,13.674033149171272,5.110497237569061,5.662983425414365
725,22.482758620689655,18.758620689655174,13.655172413793103,5.103448275862069,5.655172413793103
726,22.451790633608816,18.732782369146005,13.774104683195592,5.096418732782369,5.647382920110193
727,22.420907840440165,18.707015130674005,13.75515818431912,5.089408528198074,5.639614855570839
728,22.52747252747253,18.681318681318682,13.736263736263737,5.082417582417582,5.631868131868132
729,22.496570644718794,18.792866941015088,13.717421124828533,5.075445816186557,5.6241426611796985
730,22.465753424657535,18.767123287671232,13.698630136986301,5.068493150684931,5.616438356164384
731,22.43502051983584,18.741450068399455,13.81668946648427,5.06155950752394,5.60875512995896
732,22.404371584699454,18.71584699453552,13.797814207650273,5.05464480874317,5.601092896174864
733,22.510231923601637,18.69031377899045,13.77899045020464,5.0477489768076405,5.5934515688949515
734,22.479564032697546,18.80108991825613,13.760217983651227,5.040871934604905,5.5858310626703
735,22.448979591836736,18.775510204081634,13.741496598639454,5.034013605442176,5.578231292517007
736,22.418478260869566,18.75,13.722826086956522,5.0271739130434785,5.570652173913043
737,22.388059701492537,18.724559023066487,13.704206241519673,5.020352781546811,5.563093622795115
738,22.35772357723577,18.834688346883468,13.685636856368562,5.013550135501355,5.555555555555555
739,22.32746955345061,18.944519621109606,13.667117726657645,5.006765899864682,5.548037889039242
740,22.2972972972973,18.91891891891892,13.648648648648647,5.135135135135135,5.540540540540541
741,22.267206477732792,18.89338731443995,13.630229419703104,5.128205128205128,5.53306342780027
742,22.237196765498652,18.867924528301888,13.611859838274935,5.256064690026954,5.525606469002695
743,22.207267833109018,18.842530282637952,13.728129205921938,5.248990578734858,5.518169582772544
744,22.177419354838708,18.817204301075268,13.709677419354838,5.241935483870968,5.510752688172043
745,22.14765100671141,18.79194630872483,13.691275167785236,5.23489932885906,5.503355704697987
746,22.117962466487935,18.766756032171582,13.672922252010725,5.361930294906166,5.495978552278821
747,22.08835341365462,18.741633199464523,13.654618473895583,5.35475234270415,5.4886211512717535
748,22.058823529411764,18.71657754010695,13.636363636363635,5.347593582887701,5.481283422459892
749,22.029372496662216,18.69158878504673,13.618157543391188,5.34045393858478,5.473965287049399
750,22.0,18.666666666666668,13.600000000000001,5.333333333333334,5.466666666666667
751,21.97070572569907,18.64181091877497,13.715046604527299,5.326231691078561,5.459387483355526
752,21.941489361702125,18.617021276595743,13.696808510638297,5.319148936170213,5.452127659574469
753,21.91235059760956,18.59229747675963,13.678618857901725,5.3120849933598935,5.444887118193891
754,21.883289124668433,18.56763925729443,13.660477453580903,5.437665782493369,5.437665782493369
755,21.85430463576159,18.543046357615893,13.642384105960264,5.562913907284768,5.430463576158941
756,21.825396825396826,18.51851851851852,13.624338624338625,5.555555555555555,5.423280423280423
757,21.92866578599736,18.494055482166445,13.606340819022458,5.5482166446499335,5.416116248348745
758,21.899736147757256,18.601583113456467,13.588390501319262,5.540897097625329,5.408970976253298
759,22.002635046113305,18.57707509881423,13.570487483530963,5.533596837944664,5.401844532279315
760,21.973684210526315,18.684210526315788,13.552631578947368,5.526315789473684,5.394736842105264
761,21.944809461235216,18.659658344283837,13.534822601839686,5.519053876478318,5.387647831800263
762,21.916010498687662,18.635170603674542,13.517060367454068,5.511811023622047,5.511811023622047
763,21.887287024901703,18.610747051114025,13.499344692005241,5.5045871559633035,5.5045871559633035
764,21.858638743455497,18.717277486910994,13.481675392670155,5.49738219895288,5.49738219895288
765,21.830065359477125,18.69281045751634,13.594771241830065,5.490196078431373,5.490196078431373
766,21.801566579634464,18.79895561357702,13.577023498694519,5.483028720626632,5.483028720626632
767,21.773142112125164,18.77444589308996,13.559322033898304,5.475880052151238,5.475880052151238
768,21.744791666666664,18.75,13.541666666666666,5.46875,5.46875
769,21.716514954486346,18.855656697009103,13.52405721716515,5.461638491547465,5.461638491547465
770,21.688311688311686,18.961038961038962,13.506493506493506,5.454545454545454,5.454545454545454
771,21.660181582360572,18.93644617380026,13.488975356679637,5.447470817120623,5.447470817120623
772,21.761658031088082,18.911917098445596,13.471502590673575,5.4404145077720205,5.4404145077720205
773,21.733505821474775,19.016817593790428,13.454075032341525,5.433376455368694,5.433376455368694
774,21.705426356589147,18.992248062015506,13.436692506459949,5.426356589147287,5.426356589147287
775,21.677419354838708,18.96774193548387,13.419354838709676,5.419354838709677,5.419354838709677
776,21.649484536082475,18.943298969072163,13.402061855670103,5.412371134020619,5.412371134020619
777,21.62162162162162,19.047619047619047,13.384813384813384,5.405405405405405,5.405405405405405
778,21.72236503856041,19.02313624678663,13.367609254498714,5.3984575835475574,5.3984575835475574
779,21.694480102695763,19.127086007702182,13.350449293966623,5.391527599486521,5.391527599486521
780,21.666666666666668,19.102564102564102,13.333333333333334,5.384615384615385,5.384615384615385
781,21.638924455825865,19.078104993597954,13.316261203585148,5.377720870678617,5.377720870678617
782,21.611253196930946,19.053708439897697,13.299232736572892,5.3708439897698215,5.3708439897698215
783,21.58365261813538,19.157088122605366,13.282247765006385,5.363984674329502,5.363984674329502
784,21.556122448979593,19.132653061224488,13.392857142857142,5.357142857142857,5.357142857142857
785,21.528662420382165,19.23566878980892,13.375796178343949,5.35031847133758,5.35031847133758
786,21.62849872773537,19.21119592875318,13.358778625954198,5.343511450381679,5.343511450381679
787,21.601016518424395,19.186785260482846,13.341804320203304,5.336721728081321,5.463786531130877
788,21.700507614213198,19.16243654822335,13.324873096446701,5.32994923857868,5.456852791878172
789,21.799746514575414,19.138149556400506,13.307984790874524,5.323193916349809,5.4499366286438535
790,21.772151898734176,19.11392405063291,13.41772151898734,5.3164556962025316,5.443037974683544
791,21.74462705436157,19.089759797724398,13.527180783817952,5.3097345132743365,5.436156763590392
792,21.71717171717172,19.065656565656568,13.51010101010101,5.303030303030303,5.555555555555555
793,21.81588902900378,19.041614123581336,13.493064312736443,5.296343001261034,5.548549810844893
794,21.788413098236774,19.0176322418136,13.476070528967254,5.289672544080604,5.541561712846348
795,21.761006289308177,18.9937106918239,13.459119496855346,5.283018867924529,5.534591194968554
796,21.733668341708544,18.969849246231156,13.442211055276381,5.402010050251256,5.527638190954774
797,21.706398996235883,18.946047678795484,13.42534504391468,5.395232120451694,5.520702634880803
798,21.67919799498747,18.922305764411025,13.408521303258144,5.3884711779448615,5.513784461152882
799,21.65206508135169,18.89862327909887,13.391739674593243,5.381727158948686,5.506883604505632
800,21.625,19.0,13.375,5.375,5.5
801,21.5980024968789,18.976279650436954,13.358302122347066,5.368289637952559,5.493133583021224
802,21.571072319201996,18.952618453865338,13.341645885286782,5.361596009975062,5.486284289276807
803,21.54420921544209,18.929016189290163,13.325031133250311,5.354919053549191,5.47945205479452
804,21.51741293532338,18.90547263681592,13.308457711442786,5.348258706467662,5.472636815920398
805,21.490683229813666,18.88198757763975,13.291925465838508,5.341614906832298,5.46583850931677
806,21.464019851116625,18.858560794044664,13.275434243176178,5.334987593052109,5.459057071960298
807,21.437422552664188,18.83519206939281,13.258983890954152,5.328376703841388,5.452292441140025
808,21.534653465346533,18.81188118811881,13.242574257425744,5.321782178217822,5.445544554455446
809,21.508034610630407,18.912237330037083,13.22620519159456,5.315203955500618,5.438813349814586
810,21.48148148148148,18.88888888888889,13.209876543209875,5.3086419753086425,5.432098765432099
811,21.454993834771887,18.865598027127003,13.19358816276202,5.30209617755857,5.425400739827373
812,21.428571428571427,18.842364532019705,13.177339901477833,5.295566502463054,5.41871921182266
813,21.40221402214022,18.942189421894216,13.161131611316112,5.289052890528905,5.412054120541206
814,21.375921375921376,19.04176904176904,13.144963144963146,5.282555282555283,5.405405405405405
815,21.34969325153374,19.018404907975462,13.12883435582822,5.276073619631902,5.398773006134969
816,21.323529411764707,18.995098039215684,13.112745098039216,5.269607843137255,5.514705882352941
817,21.297429620563037,18.9718482252142,13.096695226438188,5.263157894736842,5.507955936352509
818,21.271393643031786,19.070904645476773,13.080684596577017,5.256723716381418,5.50122249388753
819,21.245421245421245,19.169719169719173,13.064713064713066,5.25030525030525,5.4945054945054945
820,21.21951219512195,19.146341463414636,13.048780487804878,5.2439024390243905,5.487804878048781
821,21.315468940316688,19.12302070645554,13.032886723507916,5.237515225334957,5.481120584652863
822,21.289537712895378,19.099756690997566,13.017031630170317,5.231143552311435,5.474452554744526
823,21.263669501822598,19.19805589307412,13.001215066828674,5.224787363304982,5.467800729040097
824,21.35922330097087,19.174757281553397,12.985436893203882,5.218446601941747,5.461165048543689
825,21.333333333333336,19.151515151515152,12.96969696969697,5.212121212121213,5.454545454545454
826,21.428571428571427,19.128329297820823,12.953995157384988,5.205811138014528,5.447941888619854
827,21.40266021765417,19.105199516324063,12.93833131801693,5.199516324062878,5.441354292623942
828,21.497584541062803,19.082125603864732,12.922705314009661,5.193236714975845,5.434782608695652
829,21.592279855247288,19.059107358262967,12.907117008443908,5.1869722557297955,5.42822677925211
830,21.686746987951807,19.03614457831325,12.891566265060241,5.1807228915662655,5.421686746987952
831,21.780986762936223,19.01323706377858,12.876052948255115,5.174488567990373,5.415162454873646
832,21.754807692307693,18.990384615384613,12.860576923076922,5.168269230769231,5.408653846153847
833,21.728691476590637,18.967587034813928,12.845138055222089,5.162064825930372,5.402160864345738
834,21.822541966426858,18.94484412470024,12.829736211031175,5.155875299760192,5.39568345323741
835,21.79640718562874,18.922155688622755,12.81437125748503,5.149700598802395,5.508982035928144
836,21.770334928229666,18.899521531100476,12.799043062200957,5.143540669856459,5.502392344497608
837,21.74432497013142,18.876941457586618,12.783751493428912,5.137395459976105,5.4958183990442055
838,21.71837708830549,18.85441527446301,12.76849642004773,5.13126491646778,5.4892601431980905
839,21.69249106078665,18.831942789034564,12.753277711561385,5.125148986889154,5.482717520858165
840,21.666666666666668,18.928571428571427,12.738095238095237,5.119047619047619,5.476190476190476
841,21.759809750297265,18.90606420927467,12.72294887039239,5.112960760998811,5.469678953626635
842,21.73396674584323,19.002375296912113,12.707838479809977,5.10688836104513,5.463182897862233
843,21.70818505338078,19.098457888493474,12.69276393831554,5.100830367734282,5.456702253855279
844,21.6824644549763,19.075829383886255,12.677725118483412,5.0947867298578196,5.450236966824645
845,21.65680473372781,19.053254437869825,12.662721893491124,5.088757396449704,5.562130177514793
846,21.631205673758867,19.030732860520093,12.647754137115838,5.08274231678487,5.555555555555555
847,21.605667060212514,19.00826446280992,12.750885478158205,5.076741440377805,5.548996458087367
848,21.580188679245282,19.10377358490566,12.735849056603774,5.070754716981132,5.5424528301886795
849,21.554770318021202,19.081272084805654,12.7208480565371,5.064782096584216,5.535924617196701
850,21.529411764705884,19.058823529411764,12.823529411764707,5.0588235294117645,5.529411764705882
851,21.504112808460636,19.036427732079904,12.808460634547592,5.052878965922444,5.522914218566393
852,21.47887323943662,19.014084507042252,12.793427230046946,5.164319248826291,5.516431924882629
853,21.570926143024618,18.99179366940211,12.778429073856975,5.1582649472450175,5.509964830011723
854,21.662763466042154,18.969555035128806,12.763466042154567,5.152224824355972,5.50351288056206
855,21.637426900584796,19.06432748538012,12.748538011695906,5.146198830409357,5.497076023391813
856,21.61214953271028,19.042056074766357,12.850467289719624,5.14018691588785,5.490654205607477
857,21.58693115519253,19.01983663943991,12.835472578763127,5.134189031505251,5.484247374562427
858,21.56177156177156,19.114219114219114,12.82051282051282,5.128205128205128,5.477855477855478
859,21.653084982537834,19.09196740395809,12.805587892898721,5.122235157159487,5.471478463329453
860,21.744186046511626,19.069767441860467,12.790697674418606,5.116279069767442,5.465116279069767
861,21.718931475029034,19.16376306620209,12.775842044134727,5.1103368176538915,5.45876887340302
862,21.69373549883991,19.1415313225058,12.761020881670534,5.104408352668213,5.452436194895592
863,21.78447276940904,19.119351100811123,12.746234067207416,5.098493626882966,5.44611819235226
864,21.75925925925926,19.212962962962962,12.731481481481483,5.092592592592593,5.439814814814815
865,21.734104046242773,19.30635838150289,12.716763005780345,5.086705202312139,5.433526011560693
866,21.709006928406467,19.28406466512702,12.702078521939955,5.196304849884527,5.427251732101617
867,21.79930795847751,19.261822376009228,12.687427912341406,5.190311418685121,5.4209919261822375
868,21.774193548387096,19.23963133640553,12.672811059907835,5.184331797235023,5.529953917050691
869,21.74913693901036,19.217491369390103,12.658227848101266,5.178365937859609,5.523590333716916
870,21.72413793103448,19.195402298850574,12.643678160919542,5.172413793103448,5.517241379310345
871,21.699196326061998,19.173363949483353,12.629161882893225,5.281285878300804,5.510907003444316
872,21.674311926605505,19.15137614678899,12.614678899082568,5.389908256880735,5.5045871559633035
873,21.649484536082475,19.129438717067583,12.600229095074456,5.498281786941581,5.498281786941581
874,21.62471395881007,19.107551487414188,12.585812356979407,5.491990846681922,5.491990846681922
875,21.6,19.2,12.571428571428573,5.485714285714286,5.485714285714286
876,21.575342465753426,19.17808219178082,12.67123287671233,5.47945205479452,5.47945205479452
877,21.55074116305587,19.156214367160775,12.770809578107183,5.473204104903079,5.473204104903079
878,21.526195899772212,19.134396355353076,12.756264236902052,5.5808656036446465,5.466970387243736
879,21.501706484641637,19.112627986348123,12.741751990898747,5.5745164960182025,5.460750853242321
880,21.59090909090909,19.090909090909093,12.727272727272727,5.568181818181818,5.454545454545454
881,21.56640181611805,19.069239500567537,12.712826333711691,5.561861520998865,5.448354143019296
882,21.541950113378686,19.047619047619047,12.698412698412698,5.555555555555555,5.555555555555555
883,21.517553793884485,19.13929784824462,12.684031710079275,5.549263873159683,5.549263873159683
884,21.49321266968326,19.230769230769234,12.669683257918551,5.542986425339366,5.542986425339366
885,21.468926553672315,19.2090395480226,12.655367231638417,5.536723163841808,5.536723163841808
886,21.557562076749438,19.187358916478555,12.641083521444695,5.530474040632054,5.530474040632054
887,21.53325817361894,19.165727170236753,12.62683201803833,5.5242390078917705,5.5242390078917705
888,21.50900900900901,19.144144144144143,12.612612612612612,5.63063063063063,5.518018018018018
889,21.484814398200225,19.122609673790777,12.710911136107987,5.62429696287964,5.511811023622047
890,21.460674157303373,19.101123595505616,12.696629213483146,5.617977528089887,5.50561797752809
891,21.43658810325477,19.07968574635241,12.794612794612794,5.611672278338945,5.499438832772166
